mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,mel_128,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,zero_crossing_rate,recording_id,filename,label
-63.804386,67.35575,-2.4416935,8.074541,0.4551128,11.7934675,5.216598,7.6104984,2.3910947,7.794895,2.39036,8.317616,0.4724847,19.942324,12.793579,8.097129,5.71148,3.3679073,2.1532457,1.6381595,1.165306,0.29380924,-0.33458725,1.360568,1.3726368,0.0077564414,0.46322677,0.06276426,1.2946215,2.1774695,1.2425249,-1.3740909,-2.2649965,-1.554272,-0.41322032,-0.71176994,-0.4213896,-0.15016831,-0.3258085,-1.2851577,-1.1215588,-1.0112679,-0.86954415,1.5043999,2.7427995,-0.05110229,-0.120049596,-0.99311924,-1.7720168,-1.1181794,-1.2054018,-1.859669,-2.3780606,-2.2312508,-1.3082392,-1.4497213,-1.8600023,-0.6785395,-0.106355526,-0.404599,-1.5164455,-1.8176169,-1.724281,-1.3465419,-0.8307738,-2.4468768,-4.0805697,-4.3272057,-3.7737186,-3.8043754,-3.99887,-5.415451,-6.031801,-5.469187,-5.11083,-5.609896,-5.2929845,-5.1358857,-5.4322677,-5.7623415,-5.946214,-6.3256106,-6.3618994,-7.660117,-7.9035273,-7.952806,-7.962165,-8.021896,-8.49157,-8.401639,-7.694174,-7.952389,-7.4363384,-7.799799,-8.399662,-8.742044,-8.918172,-9.417157,-9.658215,-9.317226,-9.713378,-9.252389,-9.770499,-9.352409,-9.445778,-9.774815,-9.362002,-9.455747,-10.1793995,-10.034877,-10.563938,-10.985315,-11.153159,-11.250949,-11.846812,-11.758577,-12.317749,-12.569197,-12.256404,-12.293422,-12.3484745,-12.911399,-12.749806,-12.836802,-12.763937,-12.975033,-13.331363,-13.6108465,-13.428387,-13.477921,-13.436842,-13.739078,-13.847068,-13.783382,-14.387193,-14.791187,-14.483998,-14.533967,-14.680028,-18.30488,-30.832808,0.6956969,0.75856775,0.72734153,0.74666566,0.68823934,0.6856094,0.84939533,0.8181753,0.8006055,0.72000766,0.6538667,0.62923414,2028.1792901049143,0.08287795046542554,Tanker_19,Tanker_19_chunk37.wav,Vessels
-66.69822,63.759968,-2.9982193,9.608381,0.4545426,13.378285,6.2285824,8.809124,2.7206347,6.8744025,2.2035658,9.100096,-0.16199778,17.980427,15.112911,7.0942216,2.6671884,3.7685225,2.9878073,1.0705078,1.2419444,1.5459954,0.21073441,0.008762679,-0.11132057,0.48887947,0.3374342,0.03797631,0.60772383,-1.0901223,-2.2452857,-2.9311264,-2.4683135,-2.1226158,-1.0015193,-1.6064508,-1.3434538,-1.0275155,-1.360749,-2.2968218,-2.196752,-2.0037048,-1.541892,1.4422836,1.7361815,-0.85501283,-1.6864777,-1.3328134,-2.7891493,-2.2131517,-2.2191381,-1.668377,-2.1723135,-2.1236413,-1.7842675,-1.7958944,-1.8807625,-1.686506,-1.2350942,0.7748204,-1.4095014,-2.388708,-1.7848281,-1.2867181,-1.4184544,-2.8449152,-4.679919,-5.4775925,-4.3801436,-4.61037,-4.681117,-5.5005655,-6.592231,-6.539203,-5.43414,-5.7051625,-5.4801097,-4.741229,-5.827398,-6.426715,-6.2009854,-6.5636387,-6.487059,-6.885597,-7.6169004,-8.23601,-7.7855334,-7.7860575,-7.777353,-7.5968237,-7.692675,-8.177305,-8.032134,-8.319991,-8.482623,-9.393008,-9.486526,-9.308396,-9.514387,-9.502699,-9.609425,-8.8917675,-8.822747,-9.050659,-8.960754,-8.905615,-9.033484,-9.775824,-9.6026945,-10.043002,-10.124816,-10.701307,-10.845307,-10.924808,-11.306404,-11.614307,-12.08444,-12.116642,-12.097987,-12.226948,-12.328406,-12.439172,-12.655989,-12.549123,-12.974247,-12.7249,-13.6750345,-13.55756,-13.3706665,-13.450559,-13.426836,-13.422781,-13.653321,-14.282206,-14.714484,-15.169925,-14.737451,-14.68453,-15.16497,-18.437592,-30.714834,0.7072651,0.7838581,0.7729939,0.79387355,0.67005366,0.68666303,0.8797599,0.7582692,0.71842426,0.6868943,0.679208,0.69977754,2146.523104332869,0.10326628989361702,Tanker_19,Tanker_19_chunk27.wav,Vessels
-67.68631,64.15875,-2.9747374,9.988754,1.6980913,13.117386,5.2338085,6.870677,2.1284144,7.0699034,2.808173,9.544696,-2.2309012,16.729403,13.159247,7.8955817,2.125192,3.5583673,2.6457257,1.2501479,3.571765,2.614134,0.01824178,0.30635384,1.1895201,0.10241166,-0.27513862,-0.6793705,0.98531926,-0.37981054,-1.9313565,-2.6799955,-3.2074623,-2.1929696,-0.46375576,-1.1999701,-1.2932985,-0.83723074,-1.3370411,-2.201547,-2.2566333,-1.4954224,-1.0155162,0.93596196,1.1269614,-1.1853714,-1.6506336,-2.3560925,-2.462374,-3.0770195,-3.14303,-3.056433,-3.0442216,-3.0524967,-2.6044137,-2.8213105,-2.572829,-2.3108387,-0.9209238,1.2794707,-1.0385178,-1.8540542,-1.9380454,-2.048894,-1.324446,-2.48315,-4.2504826,-3.8994374,-3.4439077,-3.8889751,-4.524366,-6.0246944,-6.4351053,-6.463801,-6.0839562,-5.726144,-5.4144773,-6.137241,-6.3858414,-6.185613,-5.671785,-5.8405585,-5.918206,-7.3396263,-7.360757,-7.947259,-8.071228,-7.631908,-7.788284,-7.7999463,-7.927857,-8.203593,-8.374549,-8.535132,-9.020698,-9.258356,-9.264388,-10.07187,-9.6877365,-9.643353,-9.358026,-9.6082535,-9.501314,-9.582419,-8.5343,-8.315989,-9.072448,-9.56566,-9.606481,-10.068977,-10.308791,-10.923168,-10.999314,-11.410135,-11.640801,-11.801036,-12.35372,-12.245962,-12.704081,-12.605843,-12.677084,-12.998984,-13.312037,-12.956266,-13.012782,-13.023219,-13.480596,-13.637549,-13.373742,-13.261856,-13.400227,-13.801847,-13.74037,-14.1832485,-14.414869,-14.729674,-14.792435,-14.917197,-15.158882,-18.66089,-30.923735,0.69558936,0.80633366,0.8068927,0.7350453,0.68625176,0.6488105,0.7873758,0.8367787,0.76590174,0.6958935,0.6663133,0.6589712,2190.361987322135,0.127197265625,Tanker_19,Tanker_19_chunk24.wav,Vessels
-66.144394,65.09311,-2.6000133,9.4583645,0.12816927,13.352007,6.8192735,9.015964,3.5966582,7.8628697,2.6083279,9.900774,-0.53828347,19.479254,15.663321,7.448622,4.068543,3.076135,2.7657366,1.6748587,1.4244187,1.4299071,0.18111268,0.20772137,0.5355068,-0.34332412,-0.28734803,-0.50842756,-0.005082039,-0.29050952,-0.8563401,-2.3583813,-2.5654716,-2.5458503,-1.0088698,-1.6001507,-1.1738994,-0.7518706,-1.0733408,-2.5863955,-2.5585997,-1.8987089,-1.7612405,3.911006,4.0694933,-1.2704333,-1.5180593,-0.96670735,-0.9590183,-1.6853659,-2.5639966,-3.0085576,-2.800982,-2.6418357,-2.4199486,-2.3174279,-1.267718,-0.9225199,-1.1161721,1.1441256,0.10681974,-1.3497291,-2.4215,-1.5711693,-1.7567934,-3.075118,-4.8679705,-4.398159,-4.5775123,-4.9030495,-4.8053427,-6.1363997,-6.3150764,-6.5512285,-5.7871537,-5.0877967,-5.5875983,-5.1993475,-5.8976693,-6.2647405,-6.3519974,-6.0552893,-6.2744126,-7.3457828,-7.546904,-8.365684,-8.223643,-7.5181603,-8.071735,-8.34779,-8.494249,-8.064395,-7.7357874,-7.855635,-8.764613,-9.315197,-9.267374,-9.295564,-9.605572,-9.714534,-9.264678,-9.146514,-9.120139,-9.019884,-8.631292,-8.644942,-9.097025,-9.555308,-9.499037,-10.127862,-10.718246,-10.511622,-10.527212,-10.988662,-11.193299,-11.683317,-12.236156,-12.547708,-12.516939,-12.393556,-12.739494,-12.593342,-13.127377,-12.98623,-12.931202,-12.967789,-13.515569,-13.476767,-13.156434,-13.279225,-13.14215,-13.310717,-13.686929,-14.584543,-14.868554,-14.978476,-14.862064,-14.976942,-15.132938,-18.80518,-30.579447,0.6192408,0.7246399,0.6926072,0.65888745,0.5733485,0.63279575,0.92073154,0.6933713,0.67595845,0.6146387,0.5588578,0.5651006,2054.1561466705584,0.08907496675531915,Tanker_19,Tanker_19_chunk29.wav,Vessels
-70.68976,63.702827,-2.215088,11.169875,0.7107604,12.10538,5.159127,8.063736,4.0708685,7.755391,3.242621,9.533237,-0.2526206,18.023598,14.584292,8.877068,1.2216979,2.705652,2.1898024,3.035681,1.9211689,0.68043715,-1.2020986,0.11998682,0.66277635,-1.6908652,-1.4864999,-1.3437937,-0.31852224,-0.5132377,-0.46758923,-1.9777788,-2.3385696,-2.23347,-1.2976015,-1.6115112,-0.9541244,-1.6492212,-1.9149542,-3.2839482,-2.3706841,-1.5341722,-1.7688124,3.27127,2.1958623,-1.8400122,-2.0983822,-1.988052,-1.9756298,-3.376732,-3.9638464,-3.902761,-3.3842094,-2.5945709,-3.5096128,-2.939041,-2.2067735,-2.2485793,-1.9518182,-0.7416015,-1.9800477,-3.060903,-2.8863084,-2.9193127,-2.1392972,-3.2835765,-5.629674,-4.9960465,-4.3089676,-4.4688935,-5.340407,-6.8822956,-6.5854154,-6.1801524,-5.799445,-6.05769,-6.1843734,-5.7674637,-6.6788855,-6.201139,-5.9588137,-6.037871,-6.851622,-6.7291884,-7.5998325,-7.9560003,-8.80849,-8.822153,-7.640142,-8.206079,-7.9093003,-8.612441,-8.319034,-8.454821,-9.080564,-9.582409,-9.405576,-9.832628,-9.95433,-9.4440155,-9.299352,-9.252518,-9.230089,-9.177984,-9.501966,-9.23629,-8.921262,-10.036878,-10.251507,-10.210377,-10.580211,-10.645559,-10.510668,-11.247155,-11.708766,-11.918228,-12.050111,-12.454547,-12.317407,-12.563917,-13.142258,-13.072437,-13.562338,-13.333425,-13.280855,-13.408583,-13.796825,-14.239222,-14.259271,-13.991777,-13.580128,-14.060051,-13.922589,-14.264285,-14.475109,-14.938242,-14.924118,-15.038122,-15.351153,-19.03828,-31.224129,0.67149895,0.71501815,0.65873206,0.64281636,0.6214582,0.69476944,0.92210674,0.7772031,0.7649225,0.690944,0.66565996,0.6373369,2093.940226939328,0.0853505236037234,Tanker_19,Tanker_19_chunk17.wav,Vessels
-78.201584,60.805645,0.15635127,10.453244,1.5728091,13.501643,5.920531,8.642916,3.6039805,7.845074,3.430489,10.371033,0.6959967,17.238983,12.182374,8.717046,1.8201945,3.9559712,3.8917992,1.1299437,0.94726425,0.28446135,-2.6906,-1.7738696,-0.86614406,-1.3953729,-2.0997741,-1.702882,-0.47260216,-1.8035811,-3.136544,-4.2939615,-5.051141,-2.9039466,-1.2536539,-2.1018577,-1.3568394,-1.433627,-2.4846473,-3.2511697,-2.765821,-3.238836,-3.2197824,-0.5341482,-0.5753406,-3.7834892,-2.9684753,-2.4701438,-3.323595,-3.9499054,-4.020977,-3.97551,-3.8364687,-3.6592147,-3.801104,-3.3629925,-3.1480138,-3.1865594,-2.384617,-2.0587769,-3.0804832,-3.4746766,-3.4913728,-3.251584,-2.7445776,-3.6027727,-5.923878,-6.463365,-6.1088076,-5.910284,-6.453637,-7.3131056,-6.846671,-6.6541233,-6.9947433,-7.2292323,-7.242832,-6.8789225,-7.2299514,-7.50911,-7.2989964,-6.8133926,-7.665877,-8.06207,-8.503317,-8.552181,-9.294426,-9.265101,-8.970796,-9.301769,-9.575404,-9.390104,-9.443633,-9.683481,-9.265148,-9.767488,-10.263339,-10.393424,-10.628454,-10.407718,-10.093731,-10.128301,-10.146353,-10.031977,-10.102732,-10.0287285,-10.053718,-10.229831,-10.138689,-10.310462,-10.926594,-11.333066,-11.433101,-11.774232,-12.108855,-12.392204,-12.518875,-12.5018015,-12.378869,-12.736421,-13.098027,-13.0037565,-13.780295,-13.519815,-13.120529,-13.210126,-13.891076,-13.772252,-13.829797,-13.763073,-13.594663,-13.993786,-13.918432,-14.777569,-14.875667,-14.977192,-14.904607,-15.0859995,-15.45658,-18.754478,-30.935474,0.8067304,0.8307325,0.77095795,0.7205685,0.6429163,0.70368457,0.8264694,0.78697145,0.7643239,0.7117776,0.7093739,0.7506722,2138.450580168717,0.0911631482712766,Tanker_19,Tanker_19_chunk13.wav,Vessels
-67.98174,64.82381,-1.2356461,9.370647,-0.09803161,12.578374,5.2553344,7.600116,2.064852,7.1141343,2.1566796,9.075544,-0.67442906,18.117504,14.077946,8.192134,2.1423497,2.768552,1.3313878,1.1573024,2.3002698,2.524249,0.68510324,0.08494917,0.0068157176,0.14516708,0.25395784,0.18578076,1.2248209,-0.48449832,-0.90253353,-2.110814,-2.7135408,-1.9957081,-0.42110294,-0.5683509,-0.6470123,-0.25112712,-1.1075275,-2.7542915,-2.4932158,-1.1279525,-1.8671906,2.154044,2.1438673,-1.7231647,-1.9461557,-2.0022001,-2.4703112,-2.1825652,-2.0291023,-2.1093118,-2.1507363,-2.5738406,-2.214561,-2.1216567,-2.1780565,-1.7208755,-1.6209353,-0.6074894,-1.7718344,-2.225966,-1.9301624,-2.089765,-1.6859319,-2.2282403,-5.2468452,-5.2442336,-4.261737,-4.6744165,-4.754323,-5.9574456,-6.491218,-6.6470013,-6.03299,-5.71903,-6.0061393,-5.9609046,-6.7961407,-6.678216,-6.3834925,-7.012301,-6.8958073,-7.2912145,-7.858391,-8.475995,-8.469672,-8.097054,-8.123319,-7.65697,-7.7846966,-8.3460045,-8.958003,-8.818634,-9.105445,-9.482077,-9.545525,-9.259635,-9.860919,-9.796326,-9.695491,-9.732285,-8.818968,-9.083299,-9.304979,-9.069908,-9.448674,-9.70721,-9.722529,-9.8103,-10.561491,-10.771463,-10.875937,-11.411868,-11.577465,-11.952985,-12.4587,-12.072388,-12.475027,-12.442368,-12.151711,-12.785537,-12.9806385,-12.735972,-12.694078,-12.919174,-13.45114,-13.700261,-13.483688,-13.22738,-13.155367,-13.572624,-13.973188,-14.139141,-14.6631365,-15.15467,-14.632216,-14.568108,-15.15756,-18.786095,-30.97688,0.70313895,0.73080766,0.7604018,0.7324606,0.6657549,0.6592901,0.8750044,0.80074114,0.7325343,0.7191571,0.692038,0.6738961,2102.2713413810934,0.08604658410904255,Tanker_19,Tanker_19_chunk22.wav,Vessels
-69.84172,65.8787,-0.83043647,10.231294,2.5726252,14.749996,6.286571,8.418757,2.4467232,7.4306536,3.200848,9.600625,-0.89023364,20.493694,13.60977,7.6967664,5.3594694,4.549274,2.7064128,2.1933744,2.5925164,1.444602,-0.5787321,0.6095131,0.08304781,-0.7361296,-0.2600354,0.92622304,2.3523889,0.22647545,-0.9039733,-3.2298324,-3.7584424,-3.5181258,-1.368451,-1.8022121,-1.1017286,-0.967146,-2.5765486,-2.8911207,-1.9768232,-1.432063,-1.9528024,1.0058292,0.99245656,-1.7739102,-1.5506328,-1.3465692,-2.922596,-3.3187513,-2.8384767,-3.307016,-3.3109825,-2.8455362,-3.0188682,-2.7133377,-2.6667814,-2.0207543,-1.0120859,0.95711726,-0.22496824,-2.2312305,-2.0470095,-1.9778087,-1.7217536,-3.4054284,-4.7574944,-4.4008756,-4.4480734,-4.2801523,-4.873919,-6.130174,-6.780096,-7.1431365,-6.426684,-5.705469,-5.5759416,-5.845142,-6.2186203,-6.4561753,-6.9694448,-6.809413,-6.8294234,-7.720328,-8.304741,-8.299904,-8.361248,-8.481288,-8.730107,-8.222358,-7.727255,-8.586172,-8.179666,-8.3603115,-9.664737,-10.249984,-9.960065,-10.172531,-10.889185,-10.124478,-9.759949,-9.765784,-9.931946,-9.738377,-9.408579,-9.2601595,-9.311643,-10.218576,-10.2589035,-10.51206,-10.954224,-11.061252,-11.206308,-11.592845,-11.815796,-11.989599,-12.26709,-12.515251,-12.516461,-12.851926,-12.975587,-12.971178,-12.981032,-12.884934,-13.196949,-13.316105,-13.41747,-13.521984,-13.623591,-13.773611,-13.90825,-14.083654,-13.990446,-14.322183,-14.607426,-14.818815,-15.090684,-14.885674,-15.587464,-18.857992,-31.222792,0.6713379,0.80405444,0.73125887,0.6687132,0.6240235,0.70990574,0.88626295,0.7328884,0.7306354,0.6558045,0.6188688,0.61357194,1958.8830985302923,0.0647959607712766,Tanker_19,Tanker_19_chunk32.wav,Vessels
-69.67668,63.471462,-1.6216938,10.255178,0.98225176,12.817885,5.3917527,8.47881,2.8173664,6.828064,2.898746,9.836055,-0.5485414,19.080627,13.984842,8.508424,1.9635714,3.2297375,1.3078884,1.1914802,2.1515365,1.8003724,-0.35181126,-0.6701765,-0.07949941,-0.18642499,-0.19402117,-0.5005298,0.7481278,-0.5459563,-1.3378732,-2.4396951,-3.1813788,-1.9802978,-1.3084316,-1.6309702,-1.6253518,-1.1666857,-1.5788704,-2.0720472,-2.561223,-1.4989903,-1.9477476,1.6964357,1.679963,-2.1342118,-2.008708,-2.6218152,-3.2380018,-2.8171222,-3.1386523,-2.7390935,-2.3371148,-2.6901674,-2.15297,-2.1731036,-2.38979,-2.2277966,-1.9348359,-0.59716564,-1.9838556,-2.2633953,-2.3377469,-2.578893,-2.0164762,-2.9258783,-4.8996534,-5.4749303,-5.229159,-4.506086,-4.879153,-6.1614943,-6.6591225,-6.6973596,-6.298153,-5.8549914,-5.7643385,-5.628443,-6.9655294,-6.8058977,-6.364171,-6.7511706,-6.703791,-6.8404126,-7.1817055,-7.8646007,-8.243828,-7.937572,-7.750952,-8.013484,-8.241111,-8.514012,-8.603395,-8.488102,-9.28406,-9.537967,-9.461188,-9.541022,-10.381784,-9.809577,-9.693214,-10.006432,-9.411295,-9.31037,-9.434047,-9.2449665,-9.165982,-9.6561165,-9.619689,-9.6968775,-10.585439,-10.796359,-11.05431,-11.143482,-11.49603,-11.843309,-12.298389,-12.215447,-12.468546,-12.547809,-12.331202,-13.114905,-13.076308,-12.670841,-12.757742,-13.105785,-13.547596,-13.862674,-13.707843,-13.272674,-13.255573,-13.563222,-13.955736,-14.153704,-14.668292,-15.09961,-14.73388,-14.672824,-15.199606,-18.838743,-30.864838,0.72492445,0.74046886,0.75651956,0.72106737,0.6897545,0.6555467,0.8704424,0.7964413,0.74613816,0.7087443,0.70513606,0.7114121,2070.43199310497,0.07906000664893617,Tanker_19,Tanker_19_chunk21.wav,Vessels
-64.94378,66.94978,-2.0533738,8.688164,1.2270051,12.711161,5.671694,8.25385,2.0963776,7.7462134,2.1641946,8.756389,0.16597915,20.522863,13.272631,7.2935987,6.3874264,4.3495274,1.484686,0.76207936,1.496162,1.5922102,0.27372247,0.93083376,1.2354742,0.37839574,-0.3660422,0.6436518,1.5948256,1.6268812,0.4546172,-1.3712674,-2.7086525,-2.4435906,-1.0529941,-0.8272451,-0.9713023,-0.5789333,-0.81463504,-1.6791042,-1.4217708,-1.0217059,-1.099808,1.0346996,2.9950762,-0.24703406,-0.8489035,-1.366751,-2.029376,-1.7692769,-1.7221802,-2.052941,-2.5054069,-2.4377527,-1.8138208,-1.1578146,-2.1422465,-1.2659875,-0.15786281,0.67017066,-0.57787037,-1.7919999,-1.4382571,-1.7545612,-1.7525349,-2.6950624,-4.628211,-5.0336967,-4.4824977,-3.8263416,-3.6307335,-4.9206696,-5.5760403,-5.3093553,-5.5098915,-6.1365147,-5.903566,-5.2856135,-5.8230324,-5.8563724,-6.4863358,-6.4078364,-6.2331324,-6.787293,-7.506495,-8.518956,-8.2373905,-7.8801436,-8.309355,-8.261682,-7.7116,-7.896719,-8.0442295,-7.7107487,-8.847738,-9.52457,-9.295264,-9.401141,-9.839711,-9.090866,-9.136631,-9.274253,-9.638095,-9.454664,-9.736333,-9.787495,-9.492543,-9.890441,-10.085268,-10.069629,-10.809478,-11.251264,-11.349628,-11.530558,-11.6586275,-11.584588,-11.959035,-12.66066,-12.540222,-12.266982,-12.434846,-12.643808,-12.992033,-12.924626,-12.66941,-13.077564,-13.228821,-13.465138,-13.215163,-13.116442,-13.111067,-13.601478,-13.905644,-14.170962,-14.621604,-14.914852,-14.531025,-14.635402,-14.937265,-18.60639,-30.976282,0.70362157,0.7844247,0.73254865,0.6995203,0.63755,0.7237281,0.8964206,0.7857765,0.75096226,0.69699967,0.63489,0.62533396,2004.1649399943428,0.07784449800531915,Tanker_19,Tanker_19_chunk36.wav,Vessels
-61.084095,69.499535,-1.3506913,10.286654,1.7478714,10.84079,4.409704,6.893171,1.9908884,7.4159865,2.1207242,8.883493,0.8051546,20.721773,13.2928095,8.385789,7.37463,4.9926853,1.85806,1.7397864,1.395513,1.3646255,0.6071123,2.9977028,2.2567453,2.1406024,1.8477558,1.9751161,1.8095504,0.9960121,0.92229146,-0.71766454,-0.6042275,-0.37813085,0.82582927,-0.16837879,0.43949667,1.0765355,0.48267546,-0.7378113,-1.3493048,-1.1385648,-0.017425934,2.0120008,2.0309963,-0.6339174,-0.71560824,-1.2543758,-1.6164583,-1.2852546,-1.7122202,-1.8421408,-1.7945322,-2.2182565,-1.7852716,-1.5638678,-1.6475582,-1.272419,-1.3305738,-0.2804044,-0.80380476,-1.0574256,-1.9900167,-1.6622705,-0.8578754,-2.0663002,-4.2118382,-4.4990034,-3.687781,-3.8304758,-4.6952167,-5.6448593,-5.508161,-5.19221,-4.79201,-4.872925,-5.5514693,-4.4445224,-4.6953807,-5.0338326,-5.3660636,-5.5532026,-6.6343155,-6.941892,-7.5332537,-7.6990542,-7.594055,-7.6056848,-8.29561,-8.150905,-7.3561416,-7.4534254,-7.3383346,-7.485355,-8.050363,-8.623095,-8.472373,-9.281236,-9.556494,-9.333025,-9.089728,-8.825134,-9.431245,-9.567921,-9.352929,-9.15784,-9.590417,-9.447667,-9.787942,-10.167911,-10.667396,-11.125512,-11.177494,-11.491842,-11.581623,-11.809143,-12.154016,-12.608361,-12.5860815,-12.354661,-12.760194,-12.919857,-12.880216,-12.755958,-12.7370825,-12.936135,-13.263793,-13.618743,-13.647938,-13.385384,-13.416226,-13.678602,-13.716234,-13.833352,-14.188897,-14.652617,-14.352402,-14.472814,-15.047962,-18.423073,-30.485733,0.6751473,0.71794504,0.74479353,0.7417077,0.72434276,0.66861415,0.816546,0.78446037,0.7499738,0.73537874,0.6785704,0.62388146,1943.7092813509184,0.0673828125,Tanker_19,Tanker_19_chunk39.wav,Vessels
-62.101845,68.66377,-3.6884513,8.445976,0.80497116,10.962514,4.8936977,7.112361,2.5877256,7.660767,2.2118092,8.282583,0.73643535,19.70805,12.7981825,8.118244,6.135647,3.665485,1.8990401,1.6655021,1.0150262,0.22133689,-0.19331206,2.5786302,2.1033776,0.70835847,0.5485442,0.59563047,1.2410238,1.4377872,1.0099165,-1.1546359,-1.7387073,-0.8784769,0.6886136,-0.37823206,-0.30912933,0.42444494,0.47379917,-0.8069643,-1.352185,-1.3863989,-0.42053956,2.322684,2.9244716,-0.28742802,-0.080537125,-0.6403072,-1.3398012,-0.8081497,-1.2488599,-2.094671,-2.1288958,-2.1186721,-0.85262495,-1.2319474,-1.4128637,-0.58642834,-0.61840487,-0.3695035,-1.2863444,-1.1855649,-1.3544958,-0.96688575,-1.079054,-2.3460844,-3.7448602,-3.9096973,-3.3563006,-3.3723052,-4.409025,-5.5149035,-5.743631,-5.3382287,-4.5158443,-4.4166775,-4.6600223,-4.6335835,-4.76223,-5.3294005,-5.302171,-5.488604,-6.448524,-7.575732,-7.881233,-7.7734265,-7.8540835,-7.447189,-8.125019,-8.384183,-7.3114862,-7.5329237,-7.1612926,-7.6002164,-7.849599,-8.275526,-8.52744,-9.334458,-9.494813,-9.613852,-9.678085,-8.982522,-9.5678425,-9.489931,-9.219144,-9.1670685,-9.207942,-9.48592,-10.017396,-10.327174,-10.566348,-11.266416,-11.163319,-11.309588,-11.804612,-12.125731,-12.389249,-12.727635,-12.482218,-12.347234,-12.705482,-12.935697,-13.007485,-13.020056,-12.976505,-13.075674,-13.429119,-13.931609,-13.904786,-13.76098,-13.800572,-13.898161,-13.811565,-13.782407,-14.290752,-14.725205,-14.462701,-14.660569,-14.90052,-18.319485,-30.81667,0.7425712,0.72399926,0.7550371,0.72142655,0.65224713,0.7654985,0.8283112,0.7752219,0.7640848,0.68541,0.6123575,0.6637893,2006.804082464186,0.07870678191489362,Tanker_19,Tanker_19_chunk38.wav,Vessels
-79.09094,55.590565,-1.8395637,8.595515,-0.19665602,12.948904,5.020902,7.666622,2.7643502,6.0760913,2.6315238,9.064267,-0.99224895,14.863376,8.709764,7.1731167,2.020873,-0.7179617,-0.23405579,-0.47240368,0.3217571,0.8782421,-1.5789198,-1.2216039,-1.25954,-2.309971,-1.8448437,-2.6799593,-2.7405574,-3.00122,-3.5994225,-3.930128,-3.9477353,-4.0669436,-3.0583746,-2.394037,-1.7193276,-2.4370303,-4.271671,-3.7000103,-3.562077,-3.4894996,-3.5598285,0.39462727,-0.034944404,-2.9693353,-3.1625116,-3.9450731,-3.4149764,-4.4495153,-4.476256,-3.7781007,-4.299148,-3.7045784,-3.6950192,-2.981021,-2.9088035,-2.636281,-2.428608,-2.1019723,-4.126045,-3.6466093,-3.3558576,-3.17375,-2.5047436,-4.010991,-5.7464767,-5.786398,-5.614549,-5.6448936,-5.7857523,-7.090167,-7.47215,-7.9065695,-8.074214,-7.323733,-7.184913,-6.173201,-7.1020017,-7.221555,-7.923877,-6.8710566,-6.886937,-7.9819875,-8.161078,-8.881541,-9.203785,-8.945431,-8.736728,-8.778762,-8.677347,-9.269455,-9.914578,-10.289159,-9.961716,-9.439405,-9.964783,-9.976846,-10.461031,-10.2946615,-10.348322,-9.541365,-9.597906,-9.583276,-9.722438,-9.665441,-9.561668,-10.104821,-10.093751,-10.093899,-10.438769,-10.397344,-10.65359,-11.326535,-11.391372,-11.289212,-11.862581,-12.246929,-12.342526,-12.595668,-12.339205,-12.905165,-12.731314,-12.79934,-13.029423,-13.185924,-13.674387,-13.618499,-13.339665,-13.751648,-13.380501,-13.589918,-13.958141,-13.777807,-14.4529085,-14.409855,-14.383991,-14.563674,-14.94952,-18.512201,-30.615047,0.7561529,0.8460339,0.8055371,0.75204235,0.7018888,0.68335474,0.8465985,0.72663814,0.73468506,0.71351796,0.6887773,0.71211535,2334.52071365514,0.1073751246675532,Tanker_19,Tanker_19_chunk0.wav,Vessels
