file,label,source_file,duration
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk49.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk50.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk51.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk52.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk53.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk54.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk55.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk56.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk57.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk58.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk59.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk60.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk61.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk62.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk63.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk64.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk65.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk66.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk67.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk68.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk69.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk70.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk71.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk72.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk73.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk74.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk75.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk76.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk77.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk78.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk79.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk80.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk81.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk82.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk83.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk84.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk85.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk86.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk87.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk88.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk89.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk90.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk91.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk92.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk93.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk94.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk95.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk96.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk97.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk98.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk99.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk100.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk101.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk102.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk103.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk104.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk105.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk106.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk107.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk108.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk109.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk110.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk111.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk112.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk113.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk114.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk115.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk116.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk117.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk118.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk119.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk120.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk121.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk122.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk123.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk124.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk125.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk126.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk127.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk128.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk129.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk130.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_6_chunk131.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_6.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk0.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk1.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk2.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk3.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk4.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk5.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk6.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk7.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk8.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk9.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk10.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk11.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk12.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk13.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk14.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk15.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk16.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_7_chunk17.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_7.wav,3.0
